item_id,name,description,category,price,address
0x87221c914a90eded:0x4cdca7c68fbdb87a,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 1830 Main St NW, Los Lunas, NM 87031"
0x87220ac58d904c53:0x4ac25325d41ff066,Firehouse Subs Winrock Town Center,"Counter-serve sandwich chain offering made-to-order hot & cold subs, plus a variety of hot sauces.","['Sandwich shop', 'Caterer']",$,"Firehouse Subs Winrock Town Center, 2100 Louisiana Blvd NE Ste 814, Albuquerque, NM 87110"
0x8722716797cdc827:0x25894aa9b458b1cc,Pelican's West,Simple stop serving eclectic American dishes in a casual interior or out on a warm-weather patio.,"['Seafood restaurant', 'American restaurant', 'Bar', 'Restaurant']",$$,"Pelican's West, 10022 Coors Blvd NW, Albuquerque, NM 87114"
0x87227544728d8037:0xf84062183c0b7492,Natural Grocers,"Retail chain focused on natural & organic groceries, supplements, household products & more.","['Grocery store', 'Greengrocer', 'Health food store', 'Natural goods store', 'Organic food store', 'Organic shop', 'Produce market', 'Vitamin & supplements store']",,"Natural Grocers, 4420 Wyoming Blvd NE, Albuquerque, NM 87111"
0x872270e974bf2089:0x75e6e57a98c9dcea,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 951 NM-528 Se, Rio Rancho, NM 87124"
0x87189fff8a4e5b2d:0x1927aa785d491267,Silva Lanes,"Bowling alley featuring league play, a snack bar & Punky's Place, an attached sports bar & grill.",['Bowling alley'],,"Silva Lanes, 3010 Eubank Blvd NE, Albuquerque, NM 87111"
0x872212b9bf0f5001:0x7df0ce1c3c1489d9,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 136 98th St SW, Albuquerque, NM 87121"
0x87220acc55d143ef:0x5f7d347d92247744,Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']",$$,"Chili's Grill & Bar, 6909 Menaul Blvd NE, Albuquerque, NM 87110"
0x8718a009b45200ab:0xb7d3427803029c67,Paisano's Italian Restaurant,"Bright, relaxed space for signature handmade pasta, antipasti, seafood & other Italian fare.","['Italian restaurant', 'Restaurant']",$$,"Paisano's Italian Restaurant, 1935 Eubank Blvd NE, Albuquerque, NM 87112"
0x8722724e69e558a7:0x61004e3dc753de6f,Dairy Queen (Treat),Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,['Ice cream shop'],$,"Dairy Queen (Treat), 6370 Coors Rd NW, Albuquerque, NM 87120"
0x8722711483959e49:0x95dcf36c27146eaa,Red Lobster,Lively chain restaurant serving American seafood standards amid New England-themed decor.,"['Seafood restaurant', 'American restaurant', 'Angler fish restaurant', 'Bar', 'Crab house', 'Event venue', 'Family restaurant']",$$,"Red Lobster, 10520 Coors Bypass NW, Albuquerque, NM 87114"
0x87220ad20823dbfb:0x80626f2b8283959d,Seasons 52,Rotating menu of seasonal American dishes alongside international wines in an upscale setting.,"['New American restaurant', 'Bar & grill', 'Dessert restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Wine bar']",$$,"Seasons 52, 6600 Menaul Blvd NE PAD 2, Albuquerque, NM 87110"
0x8722728cf3300a5d:0x1bb301cdec7b1b8,Panera Bread,"Counter-serve bakery/cafe chain serving sandwiches, salads & more, known for its bread & free WiFi.","['Cafe', 'Bakery', 'Breakfast restaurant', 'Caterer', 'Coffee shop', 'Delivery service', 'Takeout Restaurant', 'Salad shop', 'Sandwich shop', 'Soup restaurant']",$$,"Panera Bread, 4021 Coors Blvd NW, Albuquerque, NM 87120"
0x872272bfbcb3eaa7:0xa24a5ad0e1aaad05,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 5241 Ouray Rd NW suite a, Albuquerque, NM 87120"
0x87226e1e6b12422d:0xa03f392c51aa4819,Little Anita's New Mexican Food,Relaxed regional chain serving Southwestern specialties from breakfast through dinner.,"['Restaurant', 'Mexican restaurant']",$,"Little Anita's New Mexican Food, 6501 Paradise Blvd NW Suite C-D, Albuquerque, NM 87114"
0x8722732ca0bcd3df:0x9c4ff281a432062a,Little Anita's New Mexican Food,Relaxed regional chain serving Southwestern specialties from breakfast through dinner.,['Mexican restaurant'],$$,"Little Anita's New Mexican Food, 2105 Mountain Rd NW #1468, Albuquerque, NM 87104"
0x872274f1ba6d02a1:0x46d88f2b9086fd63,Nick & Jimmy's Bar and Grill,"An eclectic menu of American, Mexican & Greek mains served in a warm space with a full bar.","['Eclectic restaurant', 'Steak house']",$$,"Nick & Jimmy's Bar and Grill, 5021 Pan American Fwy NE, Albuquerque, NM 87109"
0x872274fe0fcb8371:0x9ecf099cc62b2f99,Trombino's Bistro Italiano,"Italian fine dining includes classic housemade pastas in a vast, old-world space with a bar.","['Italian restaurant', 'Bistro', 'Cocktail bar', 'European restaurant', 'Pizza restaurant', 'Restaurant', 'Seafood restaurant', 'Steak house']",$$,"Trombino's Bistro Italiano, 5415 Academy Rd NE, Albuquerque, NM 87109"
0x87220db452a248c7:0xfc6806ff88d69692,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 2703 Isleta Blvd SW, Albuquerque, NM 87105"
0x872271406b0a2383:0xfff2b161d43e6517,Panera Bread,"Counter-serve bakery/cafe chain serving sandwiches, salads & more, known for its bread & free WiFi.","['Cafe', 'Bakery', 'Breakfast restaurant', 'Caterer', 'Coffee shop', 'Delivery service', 'Takeout Restaurant', 'Salad shop', 'Sandwich shop', 'Soup restaurant']",$$,"Panera Bread, 3550 NM-528 Suite 100, Albuquerque, NM 87114"
0x872276dafc8f0ed3:0xcae06179a78d90b2,Indigo Crow Cafe,Elevated American fare served in cozy surrounds with two fireplaces & a patio shaded by elm trees.,['American restaurant'],$$$,"Indigo Crow Cafe, 4515 Corrales Rd, Corrales, NM 87048"
0x872274916f6557db:0x19028ed9a24f9d5b,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 1450 Montaño Rd NE, Albuquerque, NM 87107"
0x87189fda4482b21d:0xf26d3f9a321d1171,Mykonos Cafe & Taverna,Family-friendly Greek dining in a homey sea-blue setting with cafe tables & a long bar.,"['Greek restaurant', 'Bar', 'Restaurant', 'Seafood restaurant', 'Steak house']",$$,"Mykonos Cafe & Taverna, 5900 Eubank Blvd NE, Albuquerque, NM 87111"
0x8718a07ee0047c4b:0xeb5454d694508100,Boston Market,Counter-serve chain dishing up American comfort fare such as rotisserie chicken in a simple setting.,"['American restaurant', 'Caterer', 'Chicken restaurant', 'Restaurant']",$,"Boston Market, 340 Eubank Blvd NE, Albuquerque, NM 87123"
0x87220ad1d3afa7f5:0x423f78caa2faa208,Uptown Sports Bar,"Burgers, steaks & other bar food in a group gathering place with multiple large-screen TVs.","['Sports bar', 'Restaurant']",$$,"Uptown Sports Bar, 6601 Uptown Blvd NE, Albuquerque, NM 87110"
0x872275bfafb5f321:0xcd7fd72cfca5d05b,Kolache Factory,"Counter-serve chain with classic Czech pastries in sweet & savory flavors, plus other baked goods.","['Restaurant', 'Bakery', 'Breakfast restaurant', 'Brunch restaurant', 'Cafe', 'Caterer', 'Coffee shop']",$,"Kolache Factory, 8001 Wyoming Blvd NE #B3, Albuquerque, NM 87113"
0x87220bad1b7c8c2d:0xa3dcf9793d6484fd,Twisters Burgers and Burritos,Regional fast-food chain serving up an all-day menu of chile-infused burritos & burgers.,"['Burrito restaurant', 'Breakfast restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Latin American restaurant']",$,"Twisters Burgers and Burritos, 5201 Gibson Blvd SE, Albuquerque, NM 87108"
0x872274fc58fbd9b1:0xca623c09617b09b3,Jersey Mike's Subs,New Jersey-based counter-serve sandwich chain serving jumbo subs filled with cold cuts & toppings.,"['Sandwich shop', 'Caterer', 'Deli', 'Fast food restaurant', 'Takeout Restaurant']",$,"Jersey Mike's Subs, 6060 San Mateo Blvd NE, Albuquerque, NM 87109"
0x8722742e23b3f8df:0x742e95cd1b8f992f,Thunderbird Harley-Davidson,"Chain selling the brand's signature motorcycles, plus apparel & more at some branches.","['Harley-Davidson dealer', 'Motorcycle dealer']",,"Thunderbird Harley-Davidson, 5000 Alameda Blvd NE, Albuquerque, NM 87113"
0x8722724a920334cb:0xfad9240f70c8fd98,Village Inn,Family-friendly chain serving homestyle American classics such as chicken-fried steak & pot pie.,"['Breakfast restaurant', 'Bakery', 'Brunch restaurant', 'Diner', 'Family restaurant', 'Pie shop', 'Restaurant']",$,"Village Inn, 6390 Coors Blvd NW, Albuquerque, NM 87120"
0x87c058091d77d385:0xfeca3c30a9029ada,Dunkin',"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.","['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",$,"Dunkin', 5502 4th St NW, Albuquerque, NM 87107"
0x87227114b80b00c1:0x3f8c653d40e6ff35,Pei Wei Asian Kitchen,Counter-serve Pan-Asian chain for health-conscious noodle & rice dishes & more.,"['Chinese restaurant', 'Asian fusion restaurant', 'Asian restaurant']",$$,"Pei Wei Asian Kitchen, 10420 Coors Bypass NW, Albuquerque, NM 87114"
0x8722732b836a0535:0xed31e4e7cc0a339e,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 777 Rio Grande Blvd NW, Albuquerque, NM 87104"
0x87227113f4be9de3:0x934ca9e2e0f8e78b,Sam's Club,"Membership-only warehouse chain selling a variety of bulk grocery items, electronics & home goods.","['Warehouse club', 'Electronics store', 'Liquor store', 'Produce wholesaler', 'Wholesale grocer']",$,"Sam's Club, 10600 Coors Bypass NW, Albuquerque, NM 87114"
0x8722704fca058099:0x3a866952cf6e61c9,Cabezon Park,"City park with an outdoor swimming pool, community center, football field, playgrounds & gazebos.","['Park', 'Tourist attraction']",,"Cabezon Park, 2307 Cabezon Blvd SE, Rio Rancho, NM 87124"
0x872270b983d9e64b:0xc0519f293e08ad31,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 115 NM-528, Rio Rancho, NM 87124"
0x87220cb9292a2cc5:0x9c826e80ff2df5c3,"Hotel Andaluz Albuquerque, Curio Collection by Hilton","Luxe 1939 property featuring Andalusian architecture, plus a tapas restaurant & rooftop bar.",['Hotel'],,"Hotel Andaluz Albuquerque, Curio Collection by Hilton, 125 2nd St NW, Albuquerque, NM 87102"
0x87220a5437d9a75f:0x1ffd9c78e2445ee1,Giovanni's Pizzeria,"No-frills red-checked-tablecloth spot doing Neapolitan pizzas, calzones & a few Italian entrees.","['Pizza restaurant', 'Italian restaurant']",$,"Giovanni's Pizzeria, 921 San Pedro Dr SE, Albuquerque, NM 87108"
0x87227521bb1a2cad:0xe11302e6012cad55,Alquds Mediterranean Grill and Grocery,"Straightforward place offering falafel, shawarma & other classic dishes, plus convenience items.","['Middle Eastern restaurant', 'Grocery store', 'Restaurant']",$,"Alquds Mediterranean Grill and Grocery, 5555 Montgomery Blvd NE, Albuquerque, NM 87109"
0x87220b6ca620427b:0xc016c8e82ed9b361,Flying Star Cafe,"Relaxed cafe chain serving globally influenced American fare, including all-day breakfast.","['Cafe', 'American restaurant', 'Bakery', 'Breakfast restaurant', 'Caterer', 'Diner', 'Wi-Fi spot']",$$,"Flying Star Cafe, 3416 Central Ave SE, Albuquerque, NM 87106"
0x8722729498124725:0x57060e30b75212c,Twisters Burgers and Burritos,Regional fast-food chain serving up an all-day menu of chile-infused burritos & burgers.,"['Burrito restaurant', 'Breakfast restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Latin American restaurant']",$,"Twisters Burgers and Burritos, 3240 Coors Blvd NW, Albuquerque, NM 87120"
0x87220d765be7dd9f:0x944c2de9054c8005,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 1849 Coors Blvd SW, Albuquerque, NM 87121"
0x87227385095ac623:0xd003179c6e0bd71f,Federico's Mexican Food,"All-day Mexican fast-food chain serving standards such as carne asada, tacos & tortas.",['Mexican restaurant'],$,"Federico's Mexican Food, 6602 4th St NW, Los Ranchos De Albuquerque, NM 87107"
0x8718a07fac3b2fbd:0x82741c3826689568,Sam's Club,"Membership-only warehouse chain selling a variety of bulk grocery items, electronics & home goods.","['Warehouse club', 'Electronics store', 'Liquor store', 'Produce wholesaler', 'Wholesale grocer']",$,"Sam's Club, 300 Eubank Blvd NE, Albuquerque, NM 87123"
0x872272be367cbea5:0x39e2ae6641e9c0bd,Jersey Mike's Subs,New Jersey-based counter-serve sandwich chain serving jumbo subs filled with cold cuts & toppings.,"['Sandwich shop', 'Caterer', 'Deli', 'Fast food restaurant', 'Takeout Restaurant']",$,"Jersey Mike's Subs, 2621 Coors Blvd NW Suite A, Albuquerque, NM 87120"
0x8722742d42815c59:0xd528ae17ce08d0f0,Carl's Jr. #7455,"Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.","['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']",$,"Carl's Jr. #7455, 5511 Alameda Blvd NE, Albuquerque, NM 87113"
0x87220ad43b21ad2d:0x542eae4d61eefa9c,Mario's Pizza & Ristorante,"Local Italian chain serving pizza, pasta, burgers & sandwiches in a relaxed setting.","['Italian restaurant', 'Dessert restaurant', 'Takeout Restaurant', 'Pasta shop', 'Pizza restaurant', 'Salad shop', 'Sandwich shop']",$$,"Mario's Pizza & Ristorante, 2401 San Pedro Dr NE, Albuquerque, NM 87110"
0x872274b3a39804d3:0xd34ebca45296cf45,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']",$$,"Applebee's Grill + Bar, 2600 Menaul Blvd NE, Albuquerque, NM 87107"
0x87227457064e61fb:0xd9608395a4b58de1,Weck's,Local chain serving hearty American breakfast & lunch fare in a casual setting with a retro vibe.,"['Breakfast restaurant', 'American restaurant', 'Brunch restaurant', 'Restaurant']",$$,"Weck's, 4500 Osuna Rd NE # 100, Albuquerque, NM 87109"
0x8718a08c101653e1:0xcc069f284ec1c602,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 11715 Central Ave NE, Albuquerque, NM 87123"
0x8718a0f33acf7a31:0x34f64651a0bf1fd3,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 12345 Central Ave NE, Albuquerque, NM 87123"
0x8722753d17bd9e07:0x8770ccec80f4e5a7,Dairy Queen Grill & Chill,Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,"['Fast food restaurant', 'Ice cream shop']",$,"Dairy Queen Grill & Chill, 4104 Louisiana Blvd NE, Albuquerque, NM 87109"
0x8722732ccf1786eb:0x2a825299c19ef28,Seasons Rotisserie & Grill,"Sophisticated American dining, a second-story cantina serving specialty drinks & seasonal live jazz.","['American restaurant', 'Bar', 'Restaurant']",$$$,"Seasons Rotisserie & Grill, 2031 Mountain Rd NW, Albuquerque, NM 87104"
0x87220b6ca96bbfa5:0xfd052bb735f3c51e,Streetfood Asia,"Pan-Asian plates in a hip setting with communal tables, bar seating & shelves of Asian foodstuffs.","['Asian restaurant', 'Restaurant']",$$,"Streetfood Asia, 3422 Central Ave SE, Albuquerque, NM 87106"
0x8722748fdc8bd6c9:0xaf69518f05cc588b,Carl's Jr. #7447,"Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.","['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']",$,"Carl's Jr. #7447, 1401 N Renaissance Blvd NE, Albuquerque, NM 87107"
0x87220ac606868067:0x43aad736cdc02ea0,Dave & Buster's,Family-friendly chain offering a sports-bar-style setting for American food & arcade games.,"['Restaurant', 'Amusement center', 'Bar & grill', 'Family restaurant', 'Video arcade']",$$,"Dave & Buster's, 2100 Louisiana Blvd NE Bldg 201, Albuquerque, NM 87110"
0x87220ce95303d85b:0x6d6ea92be9006fc4,Tingley Beach,"Tranquil park known for its waterfowl & walking paths, plus ponds for fishing & model boating.","['Park', 'Tourist attraction']",,"Tingley Beach, 1800 Tingley Dr SW, Albuquerque, NM 87102"
0x87227425647d6a59:0x976f820ef8944606,Piñon Coffee House,Order a sip ready coffee made with coffee ice at this New Mexican staple with a small food menu.,"['Restaurant', 'Coffee shop']",$,"Piñon Coffee House, 4545 Alameda Blvd NE, Albuquerque, NM 87117"
0x872270e6f061f839:0xd62546afab9f848c,Namaste Cuisine of India and Nepal Restaurant,"Traditional venue for Indian-Nepalese meat, vegetarian & tandoori dishes, plus a daily lunch buffet.","['Indian restaurant', 'Asian restaurant', 'Nepalese restaurant', 'Restaurant', 'South Asian restaurant']",$$,"Namaste Cuisine of India and Nepal Restaurant, 1580 Deborah Rd SE, Rio Rancho, NM 87124"
0x87227543a1958027:0xa5512fb3d5891d83,Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']",$$,"Buffalo Wild Wings, 8505 Montgomery Blvd NE NE, Albuquerque, NM 87111"
0x872273d603494715:0xd40fa343854d1a1b,Chick-fil-A Coors,"Fast-food chain serving chicken sandwiches, strips & nuggets along with salads & sides.","['Fast food restaurant', 'Breakfast restaurant', 'Caterer', 'Chicken restaurant', 'Delivery service', 'Family restaurant']",$,"Chick-fil-A Coors, 4001 Coors Blvd NW, Albuquerque, NM 87120"
0x8718a01e236eb4c3:0xda256f0a63790fa8,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 3110 Juan Tabo Blvd NE, Albuquerque, NM 87111"
0x87189fe3a4bee6bd:0x2fdede35dfbc6fb5,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 11321 Montgomery Blvd NE, Albuquerque, NM 87111"
0x872275445b448913:0xf5b87edc860049f4,Down N Dirty Seafood Boil,"An array of classic American comfort food, with a focus on seafood, in a rustic, easygoing setting.",['Seafood restaurant'],$$,"Down N Dirty Seafood Boil, 4200 Wyoming Blvd NE, Albuquerque, NM 87111"
0x87220cb868c55553:0x26fec3cd3bf25e18,Civic Plaza,"Urban square built in 1974 with an open-air stage & 20,000-person capacity, plus a splash pad.",['Park'],,"Civic Plaza, 1 Civic Plaza, Albuquerque, NM 87102"
0x872271153e1502fb:0xdd747aa38f890279,Michaels,Chain retailer carrying art & hobby supplies plus home decor (most offer classes & custom framing).,"['Craft store', 'Art supply store', 'Picture frame shop', 'Yarn store']",,"Michaels, 3701 Ellison Dr NW Ste B, Albuquerque, NM 87114"
0x87220ace33617d27:0xd9d62b5be2eab3cd,Pei Wei Asian Kitchen,Counter-serve Pan-Asian chain for health-conscious noodle & rice dishes & more.,"['Chinese restaurant', 'Asian fusion restaurant', 'Asian restaurant']",$$,"Pei Wei Asian Kitchen, 2201 Louisiana Blvd NE, Albuquerque, NM 87110"
0x8722716a7be35b6d:0xcc6a8403f0f699b6,Petco,"Chain with pet food & supplies, such as toys, beds & apparel (many offer pet services & adoptions).","['Pet supply store', 'Bird shop', 'Fish store', 'Pet store', 'Reptile store', 'Tropical fish store']",$$,"Petco, 3601 Old Airport Rd NW #c, Albuquerque, NM 87114"
0x8722724a6e2661f9:0xe0ba920eda3cd733,Dunkin',"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.","['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",$,"Dunkin', 3200 La Orilla Rd NW Suite D-1, Albuquerque, NM 87120"
0x8722732cb106fb5f:0xa5c1f32ba20cb167,High Noon Restaurant & Saloon,Veteran restaurant offering seasonal steak- & wild game-focused menus in a stylish dining room.,"['Steak house', 'Bar', 'Restaurant']",$$,"High Noon Restaurant & Saloon, 425 San Felipe St NW, Albuquerque, NM 87104"
0x87220b02236f2021:0x7202b2f4b83d2e9f,Federico's Mexican Food,"All-day Mexican fast-food chain serving standards such as carne asada, tacos & tortas.","['Mexican restaurant', 'Restaurant']",$,"Federico's Mexican Food, 5555 Zuni Rd SE, Albuquerque, NM 87108"
0x8722706a8a460bbf:0x73451fd65629d59e,Carl's Jr. #7764,"Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.","['Fast food restaurant', 'Breakfast restaurant', 'Hamburger restaurant', 'Restaurant']",$,"Carl's Jr. #7764, 751 Unser Blvd SE, Rio Rancho, NM 87124"
0x872271412640b1c7:0x8283fb69fe981add,Sprouts Farmers Market,Specialty chain offering a range of natural & organic grocery items (most carry beer & wine).,"['Grocery store', ""Farmers' market"", 'Fresh food market', 'Fruit and vegetable store', 'Health food store', 'Natural goods store', 'Organic food store', 'Produce market', 'Supermarket', 'Vitamin & supplements store']",,"Sprouts Farmers Market, 10701 Corrales Rd Ste 2, Albuquerque, NM 87114"
0x872275beffdd6099:0x9981cb9e8711d5bf,Mario's Pizzeria & Ristorante Paseo and Wyoming,"Local Italian chain serving pizza, pasta, burgers & sandwiches in a relaxed setting.","['Italian restaurant', 'Dessert restaurant', 'Pasta shop', 'Pizza restaurant', 'Salad shop', 'Sandwich shop']",$$,"Mario's Pizzeria & Ristorante Paseo and Wyoming, 7501 Paseo Del Norte Blvd NE, Albuquerque, NM 87113"
0x87220ac607815f9b:0x93f00b1ecaea9ba6,Romano's Macaroni Grill,"Lively Italian chain with an open kitchen, known for small plates, pizzas, pastas & wine.","['Italian restaurant', 'Bar', 'Restaurant', 'Wine bar']",$$,"Romano's Macaroni Grill, 2100 Louisiana Blvd NE, Albuquerque, NM 87110"
0x87220ab439ffd685:0x4fd467af84116491,Relish,"Busy, modern counter-serve eatery featuring specialty hot & cold sandwiches, plus salads & cookies.","['Sandwich shop', 'American restaurant']",$$,"Relish, 8019 Menaul Blvd NE, Albuquerque, NM 87110"
0x872270eaab67f2d5:0x9f9eb01fc909c15,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']",$$,"Applebee's Grill + Bar, 4100 Ridge Rock Rd SE, Rio Rancho, NM 87124"
0x872273374c82aaad:0xe446825f964c612e,Starbucks at Avanyu Plaza,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Cafe', 'Restaurant']",$$,"Starbucks at Avanyu Plaza, 2400 12th St NW, Albuquerque, NM 87104"
0x8722716f05171b13:0xba3ac423db10013f,LongHorn Steakhouse,Casual steakhouse chain known for grilled beef & other American dishes in a ranch-style space.,"['Steak house', 'Bar & grill', 'Barbecue restaurant', 'Family restaurant', 'Takeout Restaurant', 'Traditional American restaurant']",$$,"LongHorn Steakhouse, 9975 Coors Bypass NW, Albuquerque, NM 87114"
0x872270bffc6347ad:0x9fb06edf63c5d37d,Twisters Burgers and Burritos,Regional fast-food chain serving up an all-day menu of chile-infused burritos & burgers.,"['Burrito restaurant', 'Breakfast restaurant', 'Diner', 'Fast food restaurant', 'Mexican restaurant', 'Restaurant']",$,"Twisters Burgers and Burritos, 4101 Ridge Rock Rd SE, Rio Rancho, NM 87124"
0x87228e8cb4e98f41:0x6b97a8a541491cfe,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']",$,"The Home Depot, 7700 US 550 NE, Rio Rancho, NM 87124"
0x87220cbab3b8dc19:0xd46e4e775ebc4dfe,Taqueria Mexico,"Popular spot for tacos, burritos & other Mexican eats, with a to-go window & breakfast options.",['Mexican restaurant'],$,"Taqueria Mexico, 300 Menaul Blvd NW, Albuquerque, NM 87107"
0x87220aebd0c13d75:0x1e8a5e320b174613,Skidmore's Holiday Bowl,"32 lanes with weekend late-night sessions, multiple league options & an arcade, plus a bar & grill.","['Bowling alley', 'Restaurant']",,"Skidmore's Holiday Bowl, 7515 Lomas Blvd NE, Albuquerque, NM 87110"
0x87220cbece3331d1:0x30059860d2faec1,Sunshine Theater,Live-music venue in a historic building hosts local & national artists & features a full bar.,['Live music venue'],,"Sunshine Theater, 120 Central Ave SW, Albuquerque, NM 87102"
0x872273705d54b723:0x1482c4a256e75a3e,Mr Powdrell's Barbeque House,"Barbecue, Southern sides & cobbler from a family-run operation set in comfortable cafe digs.",['Barbecue restaurant'],$$,"Mr Powdrell's Barbeque House, 5209 4th St NW, Albuquerque, NM 87107"
0x8718a088c3d91a69:0x419178718175044a,Mr Powdrell's Barbeque,"Barbecue, Southern sides & cobbler in a down-home family-run joint with old photos on the walls.",['Barbecue restaurant'],$$,"Mr Powdrell's Barbeque, 11301 Central Ave NE, Albuquerque, NM 87123"
0x8722753cc24d8329:0x3ec1c9f2ea31e01d,Weck's,Local chain serving hearty American breakfast & lunch fare in a casual setting with a retro vibe.,['Brunch restaurant'],$$,"Weck's, 3913 Louisiana Blvd NE, Albuquerque, NM 87110"
0x87220bab8c5f50df:0x6d8edc4afaa457a,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 1300 San Mateo Blvd SE, Albuquerque, NM 87108"
0x87220ab0851f8c43:0xd02b1cabb2991919,Furr's AYCE Marketplace,Family-friendly chain offering a buffet of hearty American food including Southern dishes.,"['Buffet restaurant', 'American restaurant', 'Restaurant']",$$,"Furr's AYCE Marketplace, 2004 Wyoming Blvd NE, Albuquerque, NM 87112"
